id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
378,2,"linux, operating system, test, algorithm, embedded system","teamwork, time, planning, critical, system, technical, learning, communication",Unknown,Unknown,Senior,Unknown
379,2,"python, test, c","project, teamwork, analytical thinking, planning, system, problem solving, technical, time management, learning, stress",system integration,Bachelor,Senior,Unknown
380,2,"python, c, computer architecture, os, linux, debug","accountability, time, system, technical, flexibility, learning, curiosity, documentation, communication",computer architecture,Bachelor,Expert,Unknown
381,2,"python, windows, linux, java, test","communication skills, project",Unknown,Unknown,Unknown,Unknown
382,2,c,"reliability, project, collaboration, system, technical, analytical, communication",Unknown,Unknown,Senior,Unknown
383,2,Unknown,"accountability, communication skills, teamwork, attention, planning, system, technical, responsibility, learning, solution, analytical",Unknown,Unknown,Unknown,Unknown
384,2,linux,"communication skills, project, critical thinking, system, responsibility",Unknown,Master,Senior,Unknown
385,2,"python, c, os","project, solution",Unknown,Unknown,Senior,Unknown
386,2,Unknown,"problem, learning, solution",Unknown,Unknown,Senior,Unknown
387,2,"python, test, java","project, collaboration, planning, system, troubleshooting, learning, stress",Unknown,PhD,Unknown,Unknown
388,2,"python, c, linux, java, test","analytical, project, critical, system, problem solving, solution",Unknown,Unknown,Unknown,Unknown
389,2,python,"problem, communication skills, project, technical, learning, analytical",Unknown,Unknown,Senior,Unknown
390,2,c,"planning, system, solution",Unknown,Unknown,Mid-Level,Unknown
391,2,python,"communication skills, project, technical, task, learning, analytical",Unknown,Unknown,Expert,Unknown
392,2,java,"system, problem solving, responsibility, technical, learning",Unknown,Unknown,Unknown,Unknown
393,2,"test, debug, java","reliability, time, system, critical, technical, learning, documentation",Unknown,Unknown,Unknown,Unknown
394,2,Unknown,"technical, system, learning",Unknown,PhD,Unknown,Unknown
395,2,Unknown,"technical, responsibility, solution",Unknown,Bachelor,Unknown,Unknown
396,2,"c, windows, java",analytical,Unknown,Unknown,Unknown,Unknown
397,2,test,"project, teamwork, analytical thinking, initiative, problem solving, technical, learning, analytical, communication",Unknown,Unknown,Unknown,Unknown
398,2,"linux, windows","problem, collaboration, time, attention, clarity, technical, communication",Unknown,Unknown,Senior,Unknown
399,2,"python, test, java","communication skills, time",Unknown,Unknown,Unknown,Unknown
400,2,"linux, operating system, python, windows","communication skills, teamwork, system, technical, analytical, communication",Unknown,Bachelor,Senior,Unknown
401,3,"power bi, sql","communication skills, critical, learning, analytical, communication",data visualization,Unknown,Unknown,Unknown
402,3,"python, sql","time, teamwork, system, technical, learning",Unknown,Bachelor,Unknown,Unknown
403,3,"tableau, sql","communication skills, stakeholder, analytical",Unknown,Unknown,Unknown,Unknown
404,3,"python, sql","communication skills, learning, attention to detail, curiosity, analytical",Unknown,Bachelor,Unknown,Unknown
405,3,"tableau, sql",Unknown,data visualization,Unknown,Unknown,Unknown
406,3,"python, sql, spark","communication skills, project, analytical thinking, attention, adaptability, problem solving, flexibility, learning, solution, analytical, communication",Unknown,PhD,Unknown,Unknown
407,3,"python, power bi, sql, transform","task, stakeholder, planning, communication",Unknown,Unknown,Mid-Level,Unknown
408,3,"sql, etl","communication skills, teamwork, planning, system, technical, task, documentation, analytical",Unknown,Bachelor,Unknown,Unknown
409,3,visualize,"problem, project, resilience, collaboration, attention, change, system, critical, technical, solution",Unknown,Bachelor,Mid-Level,Unknown
410,3,"python, sas, sql","time, teamwork, analytical thinking, problem solving, learning, stakeholder, solution, analytical, communication",Unknown,Unknown,Senior,Unknown
411,3,Unknown,"project, time, system, client, learning, attention to detail",Unknown,Unknown,Unknown,Unknown
412,3,Unknown,"flexibility, time",Unknown,Bachelor,Unknown,Unknown
413,3,"r, sas, sql","communication skills, analytical, problem solving",Unknown,Unknown,Unknown,Unknown
414,3,Unknown,"analytical thinking, problem solving, technical, planning skills, analytical",Unknown,Unknown,Unknown,Unknown
415,3,"r, sql, etl","technical, planning, analytical, teamwork",data visualization,Unknown,Senior,Unknown
416,3,"python, power bi","communication skills, learning",Unknown,Unknown,Unknown,Unknown
417,3,"python, sql","communication skills, critical, technical, task, attention to detail",Unknown,Unknown,Senior,Unknown
418,3,"python, pandas, numpy, tensorflow, transform, r, sql","solution, time",clustering,PhD,Unknown,Unknown
419,3,r,"communication skills, project, collaboration, time, learning","statistical analysis, classification",Unknown,Unknown,Unknown
420,3,"r, transform","communication skills, project, technical, task, learning, analytical, communication",Unknown,Unknown,Expert,Unknown
421,3,"python, power bi, sql","responsibility, communication skills, project, communication",Unknown,Unknown,Unknown,Unknown
422,3,"python, r, sql, transform","communication skills, teamwork, technical, learning, analytical","predictive modeling, data visualization, statistical analysis",PhD,Senior,Unknown
423,3,"python, sql","communication skills, critical, collaboration, attention to detail",Unknown,Unknown,Unknown,Unknown
424,3,Unknown,"communication skills, documentation, analytical, communication",Unknown,Unknown,Unknown,Unknown
425,3,"r, sas, sql","accountability, communication skills, collaboration, analytical thinking, attention, time management, curiosity, analytical",Unknown,Bachelor,Unknown,Unknown
426,3,"sas, sql, etl","project, teamwork, system, flexibility, stakeholder, learning, solution, analytical",statistical analysis,Unknown,Senior,Unknown
427,3,python,"communication skills, time, stakeholder communication, problem solving, stakeholder, documentation, analytical, communication",Unknown,Unknown,Unknown,Unknown
428,3,"python, power bi, sql","analytical, project, analytical thinking, problem solving, technical, solution",data visualization,Unknown,Senior,Unknown
429,3,"python, sql","collaboration, time, teamwork, initiative, responsibility, flexibility, learning, analytical, communication",forecasting,Unknown,Unknown,Unknown
430,3,"python, sql, spark","problem, project, analytical thinking, planning, learning, stakeholder",forecasting,Unknown,Unknown,Unknown
431,3,Unknown,"learning, project, client",Unknown,Unknown,Senior,Unknown
432,3,"tableau, r, power bi, sql","change, project, communication",Unknown,Unknown,Senior,Unknown
433,3,"python, tensorflow, sql","communication skills, learning",forecasting,Unknown,Senior,Unknown
434,3,"python, tableau, pandas, seaborn, nosql, numpy, tensorflow, r, power bi, sql, matplotlib","technical, learning",Unknown,Unknown,Senior,Unknown
435,3,"python, etl, r, sas, sql","project, teamwork, system, technical, stress, communication",Unknown,Unknown,Senior,Unknown
436,3,"python, pandas, numpy, tensorflow, sql","technical, learning",Unknown,Unknown,Unknown,Unknown
437,3,"python, spark","project, time, planning, technical, flexibility, communication",Unknown,Unknown,Unknown,Unknown
438,3,"python, tableau, etl, r, sql","learning, communication",Unknown,Unknown,Unknown,Unknown
439,3,"python, r, sql",Unknown,Unknown,Unknown,Unknown,Unknown
440,3,"tableau, power bi, sql, etl","communication skills, analytical",Unknown,Bachelor,Unknown,Unknown
441,3,"python, r, sas","communication skills, change, time, initiative, system",Unknown,Bachelor,Mid-Level,Unknown
442,3,"power bi, sql","attention to detail, analytical, communication",data visualization,Unknown,Unknown,Unknown
443,3,"power bi, sql","communication skills, change, analytical thinking, technical, documentation",Unknown,Unknown,Unknown,Unknown
444,3,"tableau, sql, etl","communication skills, project, teamwork, technical, analytical",Unknown,Unknown,Senior,Unknown
445,3,Unknown,"attention, initiative, project",Unknown,Unknown,Senior,Unknown
446,3,"python, tensorflow, sql, transform","technical, communication skills, learning","clustering, statistical analysis, natural language processing, classification",PhD,Unknown,Unknown
447,3,"python, sql","teamwork, analytical thinking, flexibility, learning, stakeholder, solution, analytical, communication",Unknown,Unknown,Unknown,Unknown
448,3,"power bi, sql, etl","project, analytical thinking, adaptability, flexibility, analytical, communication","data visualization, statistical analysis",Bachelor,Unknown,Unknown
449,3,"r, transform","communication skills, project, technical, task, learning, analytical, communication",Unknown,Bachelor,Intern,Unknown
450,3,"tableau, clean, power bi, sql","system, communication, analytical, attention to detail",Unknown,Unknown,Unknown,Unknown
452,3,r,"learning, project, solution, client",Unknown,Unknown,Unknown,Unknown
453,3,"python, r, sql, tableau","project, collaboration, attention, flexibility, attention to detail, analytical, communication","data visualization, statistical analysis",Unknown,Unknown,Unknown
454,3,power bi,"problem, communication skills, project, time, system, problem solving, time management, attention to detail, workflow, documentation",Unknown,Unknown,Expert,Unknown
455,3,"python, tensorflow, spark","technical, communication skills, learning",Unknown,PhD,Unknown,Unknown
456,3,"python, nosql, sql, tableau","communication skills, collaboration, planning, critical, client, responsibility, analytical, communication",Unknown,Unknown,Intern,Unknown
457,3,Unknown,"technical, communication skills, solution",Unknown,Unknown,Unknown,Unknown
459,3,"power bi, sql, etl","analytical thinking, teamwork, planning, problem solving, time management, analytical, communication",Unknown,Unknown,Senior,Unknown
460,3,"r, transform","communication skills, project, technical, task, learning, analytical, communication",Unknown,Unknown,Expert,Unknown
461,3,"python, spark, hadoop, tableau, clean, tensorflow, r, power bi, sql","accountability, project, teamwork, system, learning",data visualization,Unknown,Senior,Unknown
462,3,"python, tableau, r, sas, sql","analytical, learning, curiosity, collaboration",Unknown,Unknown,Unknown,Unknown
463,3,"tableau, sql",Unknown,data visualization,Unknown,Unknown,Unknown
464,3,"python, spark, hadoop, tensorflow, r, sql","problem, attention, technical, learning, analytical",Unknown,Unknown,Mid-Level,Unknown
465,3,"python, sql","time, teamwork, analytical thinking, learning, stakeholder, solution, analytical, communication",Unknown,Unknown,Expert,Unknown
466,3,Unknown,"change, attention, technical, time management, responsibility, communication",Unknown,Master,Intern,Unknown
467,3,"power bi, sql","communication skills, attention to detail, analytical",data visualization,Unknown,Unknown,Unknown
468,3,"python, power bi, sql",Unknown,Unknown,Bachelor,Intern,Unknown
469,3,"python, r, spark, sql","communication skills, time, system, problem solving, learning, documentation, analytical",natural language processing,Unknown,Mid-Level,Unknown
470,3,"python, spark, clean, tensorflow, sql","communication skills, collaboration, planning, system, technical, learning, communication","predictive modeling, forecasting, classification",Unknown,Unknown,Unknown
471,3,"power bi, sql, etl","analytical, learning, communication, client",statistical analysis,Unknown,Unknown,Unknown
472,3,"python, r, power bi, sql","problem, learning, analytical thinking","clustering, classification",Unknown,Mid-Level,Unknown
473,3,"python, r, sql","project, collaboration, time, planning, technical",Unknown,Master,Unknown,Unknown
474,3,"python, tableau, transform, power bi, sql","project, problem solving, technical, documentation, analytical, communication",data visualization,Unknown,Unknown,Unknown
475,3,"tableau, power bi, sql","analytical, communication",data visualization,Unknown,Senior,Unknown
477,3,"python, tensorflow, sql","problem, communication skills, attention, technical, responsibility, learning, solution, communication",natural language processing,Master,Senior,Unknown
479,3,"tableau, power bi, sql, etl","communication skills, change, attention, technical, learning, stakeholder, attention to detail, documentation, analytical","predictive modeling, data visualization, statistical analysis",Unknown,Senior,Unknown
480,3,"python, sql","collaboration, time, critical, learning, analytical, communication",Unknown,PhD,Unknown,Unknown
481,3,"python, power bi, sql","communication skills, collaboration, critical, system, attention to detail, analytical",statistical analysis,Unknown,Unknown,Unknown
482,3,"python, spark, nosql, tensorflow, sql","collaboration, planning, client, technical, learning",Unknown,Unknown,Unknown,Unknown
483,3,"python, sql, transform","communication skills, time, initiative, responsibility, technical, learning, analytical",Unknown,Unknown,Senior,Unknown
484,3,"python, tableau, transform, power bi, sql","project, problem solving, technical, documentation, analytical, communication",data visualization,Unknown,Unknown,Unknown
485,3,"python, sql","project, time, teamwork, learning, workflow",Unknown,Unknown,Intern,Unknown
486,3,"python, r, tensorflow, sql","learning, system, attention to detail",Unknown,Unknown,Unknown,Unknown
487,3,"python, pandas, numpy, transform, sql","change, responsibility, technical, learning, curiosity, analytical",clustering,Unknown,Senior,Unknown
488,3,"python, tableau, hadoop, r, sas, power bi, sql","problem, project, collaboration, change, client, responsibility, analytical",data visualization,Bachelor,Senior,Unknown
489,3,"python, pandas, tensorflow, r, sql","communication skills, technical, learning, workflow, analytical","natural language processing, data visualization",Unknown,Unknown,Unknown
490,3,"tableau, sql","communication skills, stakeholder, analytical",Unknown,Unknown,Unknown,Unknown
491,3,"python, sql","communication skills, critical, attention to detail",Unknown,Unknown,Unknown,Unknown
492,3,"python, r, sql","communication skills, teamwork, problem solving, responsibility, learning, analytical",data visualization,Unknown,Senior,Unknown
493,3,Unknown,"task, planning, analytical, analytical thinking",Unknown,Unknown,Unknown,Unknown
494,3,"power bi, sql, etl","communication skills, analytical thinking, responsibility, technical, learning, documentation",natural language processing,Unknown,Unknown,Unknown
495,3,"python, clean, pandas, sql","problem, project, time, flexibility, learning, communication",Unknown,Unknown,Unknown,Unknown
496,3,"python, power bi, sql, transform","technical, communication skills, learning, analytical","data visualization, statistical analysis",Bachelor,Senior,Unknown
497,3,"python, tableau, r, sas, power bi, sql","communication skills, analytical, analytical thinking",data visualization,Unknown,Unknown,Unknown
498,3,power bi,"stakeholder, project",Unknown,Unknown,Senior,Unknown
499,3,"python, tensorflow, sql","analytical thinking, initiative, responsibility, learning, solution",statistical analysis,Unknown,Senior,Unknown
500,3,"python, spark, tableau, hadoop, tensorflow, r, power bi, sql, matplotlib","technical, communication skills, learning, analytical","natural language processing, statistical analysis, forecasting",Unknown,Unknown,Unknown
501,3,python,"communication skills, time, stakeholder communication, problem solving, stakeholder, documentation, analytical, communication",Unknown,Unknown,Unknown,Unknown
502,3,"tableau, power bi, transform","technical, planning, reliability, communication skills",data visualization,Unknown,Unknown,Unknown
507,3,"python, sql","collaboration, time, critical, learning, analytical, communication",Unknown,PhD,Unknown,Unknown
508,3,Unknown,"problem, reliability, communication skills, project, collaboration, time, critical thinking, planning, communication",Unknown,PhD,Senior,Unknown
509,3,Unknown,"communication skills, collaboration, time, critical thinking, planning, communication",Unknown,PhD,Unknown,Unknown
510,3,clean,"collaboration, time, client, responsibility, flexibility, task, learning",data visualization,Bachelor,Unknown,Unknown
511,3,sql,"flexibility, communication skills, learning, time",Unknown,Bachelor,Unknown,Unknown
512,3,"python, sql, hadoop, spark","communication skills, project, system, technical, responsibility, learning, solution, analytical, communication",Unknown,PhD,Unknown,Unknown
513,3,python,"technical, learning, project",Unknown,Unknown,Unknown,Unknown
514,3,sql,Unknown,Unknown,Bachelor,Unknown,Unknown
515,3,sql,"project, change, system, technical, responsibility, learning, communication",data visualization,Master,Unknown,Unknown
516,3,"python, power bi, sql, etl","reliability, technical, time management, documentation, analytical, communication",Unknown,Unknown,Unknown,Unknown
517,3,"python, pandas, numpy, tensorflow, sql","technical, learning, time, communication",data visualization,Unknown,Mid-Level,Unknown
518,3,sql,"time, change, critical, client, technical",Unknown,Unknown,Unknown,Unknown
524,4,"html, css","technical, time management, system, communication",seo,Unknown,Unknown,Unknown
535,4,Unknown,"technical, learning",Unknown,Unknown,Unknown,Unknown
538,4,"typescript, responsive design, vue, react, javascript","project, collaboration, attention, planning, system, technical, workflow, documentation, communication","performance optimization, responsive design",Master,Unknown,Unknown
541,4,Unknown,"technical, task, critical, time",Unknown,Unknown,Senior,Unknown
543,4,"android sdk, kotlin","accountability, system, initiative, curiosity, communication",Unknown,Unknown,Unknown,Unknown
550,4,react,"collaboration, analytical thinking, system, technical, troubleshooting, learning, communication",performance optimization,Unknown,Senior,Unknown
551,4,"rest api, typescript, css, flutter, react","accountability, collaboration, technical, flexibility, attention to detail, learning, curiosity, documentation, communication",accessibility,Bachelor,Unknown,Unknown
558,4,Unknown,"technical, critical, learning",Unknown,Unknown,Unknown,Unknown
560,4,"css, typescript","collaboration, teamwork, responsibility, technical, task, communication",Unknown,Unknown,Expert,Unknown
563,4,"html, css, responsive design, react, javascript","learning, collaboration","seo, responsive design",Unknown,Unknown,Unknown
564,4,"react, javascript","time, technical, flexibility, responsibility, learning",Unknown,Unknown,Mid-Level,Unknown
572,4,kotlin,"reliability, time, system, problem solving, technical, task, analytical",Unknown,Unknown,Unknown,Unknown
573,4,"typescript, html, css, responsive design, react",project,responsive design,Unknown,Unknown,Unknown
576,4,"react, javascript, vue, angular","analytical, communication skills, project, time, critical thinking, system, problem solving, responsibility, technical, workflow, documentation, solution",Unknown,Unknown,Unknown,Unknown
582,4,"css, typescript","collaboration, teamwork, responsibility, technical, task, communication",Unknown,Unknown,Expert,Unknown
584,4,"angular, html, responsive design, css, react, javascript","problem, initiative, communication skills, solution","responsive design, accessibility",Unknown,Unknown,Unknown
594,4,"javascript, css, angular, typescript","technical, task, system, communication skills",Unknown,Unknown,Senior,Unknown
595,4,"rest api, typescript","planning, system, communication skills, change",Unknown,Unknown,Senior,Unknown
597,4,Unknown,"communication skills, teamwork",Unknown,Unknown,Unknown,Unknown
599,4,swift,Unknown,Unknown,Unknown,Mid-Level,Unknown
601,4,"ios sdk, swift","communication skills, system, initiative",performance optimization,Unknown,Senior,Unknown
602,4,"angular, html, css, react, javascript, svelte","time, critical, technical, attention to detail, learning, communication",progressive web apps,Unknown,Unknown,Unknown
608,4,Unknown,"communication skills, project, system, problem solving, technical, task, documentation, analytical",Unknown,Unknown,Unknown,Unknown
611,4,"angular, javascript, css, typescript",Unknown,Unknown,Unknown,Unknown,Unknown
612,4,Unknown,time,performance optimization,Unknown,Mid-Level,Unknown
617,4,swift,"technical, project, time",Unknown,Unknown,Mid-Level,Unknown
623,4,"ios sdk, swift","accountability, collaboration, attention to detail, curiosity, communication",performance optimization,Unknown,Unknown,Unknown
624,4,"angular, vue, react",Unknown,Unknown,Unknown,Unknown,Unknown
637,4,"ios sdk, swift","communication skills, system, initiative",Unknown,Unknown,Senior,Unknown
640,4,Unknown,"technical, problem, analytical",Unknown,Bachelor,Senior,Unknown
644,4,"react, javascript, typescript","analytical thinking, teamwork, critical, initiative, problem solving, technical",Unknown,Unknown,Unknown,Unknown
647,4,Unknown,"change, analytical, problem solving",Unknown,Unknown,Senior,Unknown
648,4,Unknown,"learning, system",Unknown,Unknown,Senior,Unknown
651,4,Unknown,"technical, project, responsibility, teamwork",Unknown,Unknown,Unknown,Unknown
653,4,"react, typescript","technical, learning, client",performance optimization,Unknown,Unknown,Unknown
655,4,Unknown,"planning, system, problem solving, technical, learning, analytical",Unknown,Bachelor,Mid-Level,Unknown
656,4,"react, javascript","project, analytical",Unknown,Unknown,Unknown,Unknown
670,4,Unknown,"technical, communication, teamwork",Unknown,Unknown,Senior,Unknown
672,4,Unknown,"time, attention, responsibility, attention to detail, stakeholder",Unknown,Unknown,Unknown,Unknown
674,4,react,"analytical, communication skills, project, critical, system, problem solving, solution",Unknown,Bachelor,Unknown,Unknown
675,4,Unknown,"change, responsibility, technical, learning, curiosity, analytical",Unknown,Unknown,Senior,Unknown
677,4,"responsive design, kotlin","reliability, collaboration, time, teamwork, responsibility, technical, task, learning, attention to detail, communication","performance optimization, responsive design",Unknown,Senior,Unknown
678,4,react,"technical, learning, analytical",Unknown,Unknown,Unknown,Unknown
681,4,php,teamwork,Unknown,Unknown,Unknown,Unknown
686,4,"react, javascript",Unknown,Unknown,Unknown,Unknown,Unknown
688,4,Unknown,"technical, communication skills, project",Unknown,Unknown,Senior,Unknown
689,4,kotlin,analytical,Unknown,Unknown,Unknown,Unknown
694,4,"flutter, kotlin, dart, swift","reliability, project, system, technical, communication",Unknown,Unknown,Senior,mobile app development
695,4,"angular, typescript, responsive design, react, javascript","technical, problem solving, communication","seo, performance optimization, responsive design, accessibility",Unknown,Senior,Unknown
696,4,swift,"reliability, time, system, problem solving, technical, task, analytical",Unknown,Unknown,Unknown,Unknown
699,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
700,4,"typescript, html, css, react, javascript","technical, collaboration",seo,Unknown,Unknown,Unknown
701,4,Unknown,"technical, learning",Unknown,Bachelor,Unknown,Unknown
702,4,"android sdk, kotlin","technical, system, initiative",Unknown,Bachelor,Unknown,Unknown
704,4,"typescript, flutter, responsive design, css",project,responsive design,Unknown,Unknown,Unknown
705,4,react,"communication skills, project, system, problem solving, analytical",Unknown,Bachelor,Unknown,Unknown
708,4,Unknown,"communication skills, teamwork, responsibility, technical, learning",Unknown,Unknown,Senior,Unknown
709,4,"angular, typescript, responsive design, css, javascript","project, collaboration, system, technical, learning",responsive design,PhD,Unknown,Unknown
711,4,angular,"planning, project, analytical, client",Unknown,Unknown,Senior,Unknown
713,4,express,"collaboration, time, planning, critical, system, responsibility, technical, solution",Unknown,Unknown,Unknown,Unknown
714,4,Unknown,"project, change, system, initiative, technical",Unknown,Master,Unknown,Unknown
715,4,"android sdk, kotlin","communication skills, reliability, time, critical thinking, system, technical",Unknown,Unknown,Unknown,Unknown
716,4,"javascript, css","reliability, collaboration",Unknown,Unknown,Unknown,Unknown
717,4,"html, javascript, css",Unknown,Unknown,Bachelor,Unknown,Unknown
719,5,"ms office, troubleshoot, monitor","escalation, analytical thinking, time management, documentation, communication",Unknown,Bachelor,Unknown,Unknown
720,5,"windows server, monitor, active directory, dhcp, vpn, exchange, networking, dns","communication skills, adaptability, system, client, technical, troubleshooting, responsibility, time management, documentation, analytical, communication",Unknown,Unknown,Unknown,Unknown
721,5,troubleshoot,"accountability, problem, collaboration, analytical thinking, teamwork, time, responsibility, technical, stakeholder, learning, communication",Unknown,Master,Unknown,Unknown
722,5,troubleshoot,"accountability, problem, collaboration, time, responsibility, technical, task, learning, communication",Unknown,Unknown,Unknown,Unknown
723,5,Unknown,"problem, planning, system, technical, incident, stress, solution, communication",problem management,Unknown,Unknown,Unknown
724,5,troubleshoot,"accountability, problem, collaboration, analytical thinking, teamwork, time, responsibility, technical, stakeholder, learning, communication",Unknown,Master,Unknown,Unknown
725,5,Unknown,"system, technical, troubleshooting, stakeholder, solution",Unknown,Bachelor,Senior,Unknown
726,5,Unknown,"communication skills, analytical thinking, change, technical, communication",Unknown,Bachelor,Unknown,Unknown
727,5,"ms office, jira, active directory","communication skills, teamwork, analytical thinking, planning, system, problem solving, technical, learning, solution, communication","itil, asset management",Unknown,Senior,Unknown
728,5,troubleshoot,"accountability, problem, collaboration, analytical thinking, teamwork, time, responsibility, technical, stakeholder, learning, communication",Unknown,Master,Unknown,Unknown
729,5,"maintain, networking","escalation, change, system, initiative, troubleshooting, learning, incident",asset management,Unknown,Unknown,Unknown
730,5,Unknown,"communication skills, project, collaboration",Unknown,Unknown,Mid-Level,Unknown
731,5,"configure, troubleshoot","change, initiative, system, client, technical, troubleshooting, incident, communication",Unknown,Unknown,Unknown,Unknown
732,5,"windows server, active directory, dhcp, vpn, exchange, networking, dns","communication skills, collaboration, client, technical, troubleshooting, analytical",Unknown,Unknown,Senior,Unknown
733,5,"helpdesk, maintain, troubleshoot, monitor","reliability, project, change, system, technical, learning, documentation, solution",Unknown,Master,Senior,Unknown
734,5,"servicenow, jira","communication skills, change, attention to detail, incident, learning, documentation",itil,Unknown,Unknown,Unknown
735,5,"helpdesk, monitor","reliability, project, change, system, technical, learning, documentation, solution",Unknown,Master,Senior,Unknown
736,5,ms office,"communication skills, initiative, client, technical, troubleshooting, responsibility, learning, analytical, communication",Unknown,Bachelor,Senior,Unknown
737,5,"voip, troubleshoot","collaboration, planning, system, critical, technical, documentation, analytical, communication",Unknown,Unknown,Unknown,Unknown
738,5,"servicenow, windows server, vpn, helpdesk, ms office","problem, system, incident, solution, stress, analytical, communication",itil,Unknown,Unknown,Unknown
739,5,"ms office, active directory, dhcp, dns","problem, change, teamwork, system, task, learning, documentation, solution, communication","change management, itil",Bachelor,Senior,Unknown
740,5,"exchange, maintain, troubleshoot, monitor","technical, troubleshooting, communication skills, system",Unknown,Unknown,Unknown,Unknown
741,5,"maintain, monitor","technical, system, documentation",Unknown,Unknown,Senior,Unknown
742,5,"active directory, monitor","technical, troubleshooting, planning skills, communication skills",Unknown,Unknown,Mid-Level,Unknown
743,5,"active directory, dhcp, jira, ms office, dns","problem, teamwork, change, system, task, learning, documentation, solution, communication",change management,Bachelor,Senior,Unknown
746,6,"python, jenkins, build, kubernetes, system, security, aws, monitoring, devops, bash, ansible, prometheus, azure, docker, google cloud, terraform, infrastructure",system,Unknown,Unknown,Unknown,"monitoring, docker, infrastructure"
755,6,system,"project, system, coordination, customer, technical, responsibility, task",Unknown,Unknown,Mid-Level,Unknown
761,6,"python, service, jenkins, powershell, cloud, kubernetes, system, security, aws, pipeline, devops, bash, azure, docker","communication skills, learning, system, teamwork",error,Unknown,Mid-Level,"docker, orchestration, pipeline, integration"
765,6,"incident response, log, security, performance, configuration, new relic, infrastructure as code, iac, docker, infrastructure, monitor, kubernetes, system, aws, devops, server provisioning, azure, new, elk stack, automation, grafana, google cloud, ansible, high, jenkins, gitlab, monitoring, prometheus, terraform, scalability","incident response, communication skills, reliability, collaborative, feedback, proactive, system, technical, troubleshooting, learning",Unknown,Unknown,Unknown,"automation, monitor, deploy, monitoring, integration, infrastructure automation, docker, infrastructure"
767,6,"python, high, monitor, network, system, devops, bash, access","project, teamwork, time, feedback, system, learning, workflow",Unknown,Bachelor,Intern,monitor
773,6,"security, performance, configuration management, infrastructure as code, iac, alerts, infrastructure, cloud infrastructure, iam, monitor, kubernetes, virtual, aws, continuous, devops, deployment, access, azure, new, automation, compliance, google cloud, ansible, service, access management, cloud, network, build, release, monitoring, pipeline, terraform, scalability","project, time, critical, technical, troubleshooting, flexibility, continuous, learning, documentation, communication",infrastructure provisioning,Unknown,Senior,"automation, monitor, monitoring, deployment, pipeline, integration, infrastructure"
775,6,"python, configuration management, docker, infrastructure, kubernetes, system, microservices, continuous, devops, deployment, bash, new, git, elk stack, automation, grafana, high, jenkins, build, release, monitoring, continuous integration, prometheus","communication skills, feedback, system, continuous, documentation, communication",Unknown,Master,Mid-Level,"automation, gitops, orchestration, deploy, monitoring, deployment, integration, infrastructure automation, docker, infrastructure"
776,6,"python, server, security, configuration management, docker, infrastructure, powershell, cloud infrastructure, system, kubernetes, aws, devops, deployment, bash, azure, new, git, elk stack, automation, grafana, compliance, ansible, jenkins, cloud, build, version control, observability, monitoring, prometheus","communication skills, system, time management, troubleshooting, learning, analytical",Unknown,Unknown,Unknown,"automation, monitoring, deployment, docker, infrastructure"
777,6,"python, load balancing, security, performance, configuration management, infrastructure, high availability, elk, system reliability, monitor, system, kubernetes, site reliability, continuous, deployment, devops, bash, new, automation, ansible, jenkins, gitlab, build, cloud, network, continuous integration","troubleshooting, continuous, system, reliability",devops culture,Unknown,Unknown,"automation, monitor, orchestration, deployment, integration, infrastructure automation, infrastructure"
778,6,"python, security, performance, cloud automation, github, docker, infrastructure, monitor, kubernetes, aws, devops, deployment, bash, access, azure, elk stack, automation, grafana, ansible, jenkins, cloud, observability, monitoring, pipeline, prometheus, terraform, scalability","technical, learning",versioning,Unknown,Unknown,"monitor, automation, monitoring, deployment, pipeline, docker, infrastructure"
784,6,"python, configuration, infrastructure as code, kubernetes, aws, microservices, continuous, devops, deployment, bash, elk stack, grafana, ansible, high, service, jenkins, cloud, monitoring, prometheus, terraform","communication skills, problem solving, technical, troubleshooting, continuous, analytical",Unknown,Bachelor,Senior,"orchestration, monitoring, deployment, infrastructure"
785,6,"security, performance, configuration, docker, infrastructure, monitor, system, kubernetes, aws, deployment, devops, bash, azure, automation, grafana, google cloud, ansible, service, gitlab, cloud, monitoring, prometheus, terraform","troubleshooting, learning, system",Unknown,Unknown,Unknown,"automation, monitor, monitoring, deployment, docker, infrastructure"
788,6,"python, fault tolerance, shell scripting, security, performance, configuration, infrastructure as code, iac, docker, infrastructure, high availability, cloud infrastructure, monitor, kubernetes, aws, continuous, deployment, devops, bash, logging, azure, git, automation, compliance, ansible, site, gitlab, access management, cloud, network, build, monitoring, terraform, scalability","time, flexibility, learning, continuous, documentation","versioning, infrastructure provisioning",Unknown,Unknown,"automation, monitor, deploy, monitoring, deployment, docker, infrastructure"
795,6,"python, security, performance, build automation, infrastructure as code, iac, docker, infrastructure, system reliability, powershell, cloud infrastructure, iam, system, kubernetes, aws, continuous, devops, deployment, logging, bash, azure, new, elk stack, automation, grafana, compliance, circleci, google cloud, ansible, jenkins, performance tuning, gitlab, access management, cloud, version control, network, datadog, release, pipeline, monitoring, incident, prometheus, terraform, scalability","postmortem, reliability, project, resilience, proactive, system, technical, continuous, incident","root cause analysis, resilience",Unknown,Mid-Level,"automation, orchestration, pipeline, deployment, monitoring, integration, docker, infrastructure"
