category_name,job_title,location,release_date,applicant_number,workplace_type,employment_type,job_description
Robotics Engineer,Electrical engineer,"Bingöl, Türkiye",2 day,100,On-site,Full-time,"About the job
General qualities and job description
We are a large family of 7,500 people with our business partners in the sales distribution group, as well as 5,000 colleagues, who work with the mission of spreading the good and blessings of milk and each expert in the sales distribution group. We would like to add colleagues to the Sütaş Family, which grows day by day, and who can work on international platforms with high creative, innovative, excitement.
In line with our business model that adopts our mission, shares our vision, overlaps our values ​​with its own values, in line with our business model, which integrates from “farm tables”, we are in the excitement of many different departments such as Mechanical Engineering, Mechanical Engineering, Industrial Engineering, Veterinary, Electronics Engineering, Business, Economics, Computer Engineering and Software Engineering.
How about you to be from Sütaş by joining this family?
Sütaş Group, ""Technician - Engineer (Electric)"" position to join us we are waiting for your application.
Graduated from the Department of Electrical Engineering of Universities,
It has at least 2 years of work experience,
Open to continuous development and learning,
Communication skills are strong,
It has problem solving and analytical thinking skills,
Analytical, result -oriented and prone to teamwork,
Dominates the MS Office application,
Snowing English at an advanced level,
He completed his military service for male candidates,
Who can live in Bingöl
Job definition
Pressure-temperature-sevi-streaming of field instruments, maintenance of analyzers and tracking calibration and other applications,
Electric motors and so on. All electrical equipment to carry out maintenance-repair activities that will enable them to work in the desired efficiency and minimum failure,
To perform electrical-electronic maintenance of all production machines and related equipment,
Performing planned/periodic and incidental maintenance applications within the framework of instructions,
To keep all the electrical drawings of the area responsible for up to date,
What's for you in Sütaş?
In order for our colleagues to realize their potential at the highest level, we support their personal development, knowledge, skills and competencies, value their ideas and suggestions, and to evaluate their gains, career expectations, business results and the needs of the organization in the future of their career journeys."
Robotics Engineer,Electrical-electronic engineer,"Muratlı, Tekirdağ, Türkiye",1 month,100,On-site,Full-time,"About the job
If you want to know, who are we?
In our journey, which started with foreign trade in 1986, we continue to grow with our pioneering initiatives and sustainability in energy, food, electricity distribution and electric vehicles charging systems sectors. We continue our activities as a big family with our colleagues who have 10,000 at more than 20 points in Türkiye and abroad.
We create added value for our country with a respect for ethical values, environmental awareness, proactive approach and sustainability, food, electricity distribution, renewable energy, technology and venture capital. We are among the leading group companies in Turkey with more than 20 subsidiaries and approximately 10,000 employees.
By expanding our strategic goals in the field of food, we added Sinangil, Türkiye's first packaged flour brand under the roof of EKsun Food. In addition, as another important step that complements the production and supply chain from raw material to end consumer, we bought Aslı Börek, which has a long -established place in the Retail Food Storage sector. Aslı Börek, which has been renewed according to consumer needs, continues its way under the name of “Aslı”.
We rapidly adapted to changing dynamics in Türkiye and the world economy. In this respect, we pioneered the development of the renewable energy sector in our country with our understanding of sustainability by taking people and the environment to the center. Our group company, which produces only 100 percent renewable energy, manages a wide clean energy portfolio both in Turkey and abroad with our investments of wind, sun, hydroelectric and biomass.
Of course, we do not dream of much about an energetic future, because we produce the energy of Turkey!
These lands
If you want to be a part of our belief in its capital and to create your own miracle in the success story we will put forward in Eksim Holding, which opens its wings to the global world, we look forward to your application!
We are looking for 'Electronics Electronic Engineer' with the following qualifications to be assigned to our EKSUN TEKİRDAĞ factory operating within EKsim Holding A.Ş.
If you have the following features, not a perfect match for our company;
Graduated from the Department of Electrical and Electronics Engineering,
At least 5 years of experience in the related position,
Energy Manager has a certificate,
Information about PLC Software and Automation Systems,
Experienced in HMI, Soft Starter and Inventory,
In automation systems, design, fault finding, programming and commissioning processes have the competence to carry out,
Reading and interpreting electrical projects,
MCC, AG - OG, Knowledge about Kompanzation,
Knowledge on power electronics, control systems, electrical circuits and engines,
He used ERP system before,
Good written and oral communication skills,
Prone to teamwork,
Problem solving and analytical thinking skills,
Innovative and creative approach.
The role and responsibilities you will lead;
Design, development and testing of electrical and electronic systems,
Working on electrical circuits, power electronics and/or control systems,
Preparation of technical documents and issuing reports,
Care and improvement of existing systems,
Project Management in Design and Production Processes,
Communication with suppliers and selection of materials,
Following and application of current technologies."
Robotics Engineer,Control Systems Simulation and Calibration Engineer,Greater Istanbul,2 week,100,Hybrid,Full-time,"About the job
Job Description
For a better future and for the sake of our nature, optimize vehicle and powertrain control systems parameters to improve safety, emissions & fuel economy along with the joy of performance and drivability.
Use your creativity to develop new Smart Calibration processes and tools.
Develop simulation platforms and methodologies for future technologies (electrification, H2 solutions, ADAS, fuel cell vehicles, etc)
Reflect your system and domain knowledge with KPI and requirement generation along with test case development and analysis
Travel the world for environmental tests in different and exciting locations (e.g. USA, Italy, Finland, Spain)
Work with AVL Global experts to keep up with latest technologies and industry trends.
Profile Description
BSc/MSc/PhD or equivalent engineering degree in electric/electronic, controls, mechatronics, automotive, mechanical engineering or related technical field is preferred
Minimum 2 years of professional experience in R&D and product development projects
Good understanding in one or more of the following areas: electrified & hybrid powertrain technologies, ADAS/AD, transmissions, engine and aftertreatment systems
Experience in in one or more of the following areas: Controller / Algorithm Design and Implementation, Optimization Methodologies, System Dynamics, Modeling, Data acquisition and Post-processing with Matlab/Simulink
Experience in Automotive Diagnostics and Network Communication platforms like CAN, LIN, Ethernet, etc
Having programming experience in any language (C#, Java, Phyton etc) is a plus
Fluent speaking and excellent writing skills in English (German, French or Italian would be a plus)
We Offer
ABOUT AVL RESEARCH AND ENGINEERING TURKIYE
Established in 2008, AVL Research and Engineering is an engineering center of AVL with two R&D centers in Istanbul-Türkiye that develops mobility solutions with intelligent and advanced technologies, runs national and international R&D projects and serves customers from the Turkish and the global automotive industry."
Robotics Engineer,Electro-optic system engineer,"Kahramankazan, Ankara, Türkiye",12 hour,100,On-site,Full-time,"About the job
Hello!
We; We are doing a job that we are proud to work with. We produce Anka, Aksungur, Hürjet, National Muharip Aircraft and many other!
In our business environment, which we respect each other, full of development opportunities, we shape both ourselves and the future of aviation and space.
By joining us, he will complete his enthusiasm and curiosity with pride and brave moves; With the latest technology, you will step into a future full of meaning and development while developing pioneering products in the field.
If you target the high passion, curiosity, perseverance and courage, the endless passion of discovery, #our eyes with you!
You?
Physics, Physics Engineering, Electrical-Electronics Engineering License and / or if you have a higher degree,
If you speak well in English, (TOEFL IBT 84+, IELTS 6.5+, Tomer 79+, Itep 4+)
If you have a good degree MS Office, MS Project, Jira program information,
Optical Design (Zemax, Code V, etc.)
Imaging sensors; If you know about CCD, CMOS, Time-Delay-Integratşon (TDI) type sensors,
If you say that I can participate in the activities to be carried out in the field (in -city, out of urban, abroad) within the scope of the projects,
If you say I can play an active role in optical system alignment, integration and test processes,
If you have experience at least one of the following subjects,
Electronic hardware design,
To be conducting a Defense Industry Presidency project,
To dominate the product development and system engineering processes,
Having information and experience about requirement management/traceability tools
To have information about the standards of system engineering processes
Having knowledge and experience in qualification tests and planning these tests
To have advanced level matlab and/or python experience,
You are the talent we are looking for!
What will you add to us?
Task Load to determine optical architectural and design parameters in accordance with system engineering requirements,
To determine the task load subsystem requirements according to the project requirements, manage them and manage the test/verification processes,
Performing Stray-Light and Tolerance Analysis of Optical Design,
To create the electro-optical camera alignment strategy, to analyze and simulations, to design, build and perform the alignment operations,
And with these contributions, you will shape the future of aviation and space.
What does it strengthen you?
You have a 3-year electro-optic system engineering experience,
Eletronic hardware design fields to have information,
You have played an active role in defense industry companies,
Being experienced in matlab,
You are experienced in python,
Optical Design (Zemax, Code V, etc.), To have experience in tolerance and Stray-Light analyzes,
MTF, SNR, GIQE tools to have information,
You have experience in optical alignment, ehtegration and test processes,
Being strong in communication,
Being analytical,
You are interested in data subject,
Your being open to learning
What will we add to your career?
Continuing education and development with our Academy, one of the most comprehensive and successful corporate academies in Turkey,
To continue with the support of half a century of Turkish Aviation Space Industry, while working, while working,
Experience in projects with international strategic position in a global ecosystem
Working with the best trained and most successful engineers of Turkey in the field of aviation and space,
Discovery enthusiast, a working environment that constantly nurtures the pleasure of curiosity and success,
The reputation of shaping the future of aviation and space.
What will we add to your life?
Competitive Earning Package in Market Conditions,
Advantageous Health Package covering you and your family,
Corporate agreements that you can benefit from with your loved ones,
An active social life with our communities that you can participate according to the field of interest,
Energy and health with our sports teams and facilities,
With our in -house activities and surprises, pleasure and motivation,
How?
Application, pre -assessment, online evaluation, human resources evaluation, technical evaluation, offer"
Robotics Engineer,Electrical Electronics Engineer,"Istanbul, Türkiye",2 day,100,On-site,Full-time,"About the job
General qualities and job description
Electrical / Electronic Eng. Graduated from departments.
Preferably with water, wastewater or similar industrial facility experience.
At least 7 years of work experience.
Preferably well -known English.
Can use autocad.
Progress, quantity and discovery will be able to make.
Experienced in preparing an offer.
Actively using vehicles.
He will be able to travel for a short time and abroad, and if necessary, he will go to the construction sites and support on -site support.
Fiber wiring, termination, communication, PLC, automation, instrument, control circuits and commissioning information
Assembly, commissioning and project preparation experience.
MS office programs.
He completed his military service for male candidates."
Robotics Engineer,Engine Control Engineer,Türkiye,1 week,100,Remote,Contract,"About the job
About
NetCom Group
:
Founded in 2006, Netcom Group S.p.A. is an Italian consulting firm that provides advanced and innovative engineering services. The Group was born as a natural evolution in a meeting of various entrepreneurial experiences. This result was achieved thanks to an efficient team of engineers who conceived brilliant and innovative ideas, ranging from the telecommunications market to the media, transport, finance, Public Administration, and defense avionics systems.
NetCom Group S.p.A. is an undisputed leader in testing automation, software validation, and useful models for customized solutions. The Group has more than 1000 professionals working throughout Italy and abroad with customers who are the most important world players such as Ferrari, Lamborghini, the FCA Group, Sky Italia, Vodafone, H3G, Huawei, Luxottica, Banca Intesa, Generali, Allianz, Comdata, and Engineering.
As a fast-growing reality, Netcom Group SpA is rapidly expanding in Turkey, and is currently looking for brilliant engineers to join our automotive consulting team for innovative and new generation technology projects.
We are looking for an
Engine Control Engineer
for our branch in Turkey.
Main Activities:
-Responsible for new functions development and enhancements to existing engine control algorithms
-Development of control and diagnostic algorithms related to engine and powertrain applications
-Carry out the relevant project activities that should be done in the control and calibration systems in order to adapt the engine and transmission types to be used and / or offered for sale in existing / new projects to the conditions of the country.
-Create technical solutions for the resolution of quality defects related to the engine, engine control and transmission organs detected in existing / new models and to carry out development activities related to their commissioning.
-Development of engine, aftertreatment, transmission, and vehicle calibration for gasoline, diesel, and hybrid vehicles.
-Development of electric vehicle calibration (VCU, BMS, MCU, etc.)
-Execution of appropriate test plans and data analysis
Requirements:
-Bachelor/Master Degree in Electrical and Electronics, Mechatronichs, Control and Automation Engineering
-Strong background in
internal combustion engine:
working principle of ICE, parts/systems, combustion, ignition, turbocharger, timing , aftertreatment, transmission and vehicle fundamentals
-Deep knowledge regarding
control systems theory
-Competent of
MatLab/Simulink
-Good knowledge of ATI Vision, ETAS Inca, and Vector Tools
-Understanding of control unit (ECU, TCU, DCU, etc.) strategy calibration principles
-Advanced
English
level
Location: Turkey - Remote working"
Robotics Engineer,Radar Systems Algorithm Development Engineer,"Ankara, Türkiye",4 week,100,On-site,Full-time,"About the job
ASELSAN RADAR and ELECTRONIC WAR SYSTEMS (PHASSES) will add strength to our activities in the Gölbaşı Campus within the sector;
Graduates of Electrical and Electronic Engineering or similar departments of universities
Radar Systems Algorithm Development Engineer
We are looking for colleagues.
The most important competencies and experiences in this position
He took signal processing, communication, control, computer and software courses,
He completed his master / doctoral education, continuing or planning to start,
Knowing or willing to learn the working principles and architecture of radar and defense systems,
MATLAB program can use effectively.
What do we expect from you?
Designing of radar system algorithms, confirming, adaptation, adaptation of the simulation environment and in real environment
Contributing to architectural and conceptual design activities of radar systems,
Execution of analysis studies of radar systems,
Contribution of radar systems to integration, test and verification activities within the scope of algorithm development,
Reporting / presentation activities related to its activities,
Execution of academic and technical collaborations,
Preparation of technical data, codes and documents of the designs made in accordance with ASELSAN procedures and international standards.
*Fill our job application form by examining our recruitment criteria from the field of recruitment on our Career tab on our ASELSAN website. As part of the ASELSAN family, let your signature in our success in domestic and national projects.
Who are we?
We are a global brand that adds value to our country and our users around the world with our growth targets with the world's best products in the world, the development of game -changing technologies and export -oriented growth targets."
Robotics Engineer,Senior Digital Design Engineer,"Ankara, Ankara, Türkiye",4 week,13,On-site,Full-time,"About the job
Hi there! We call you from outside the Earth.
We, as Plan-S, are Turkey's largest private initiative in satellite and space technologies. With the aim of building the best team, being the bravest and most visionary, we are located in the most amazing location of the city, at the hearth of R&D.
We design and build small satellites for low-earth orbit, geostationary satellites, and even small spacecrafts for the moon and beyond. We offer our customers end-to-end satellite as a service solutions.
We believe that the hardest jobs and the greatest achievements can only be done with the best. If you believe that you are one of the best, it is your job to achieve the hardest, and if you want to plan a new future for the world, join Plan-S!
Responsibilities
Analyze, design, implement, and test digital design blocks related to digital signal processing, digital communication, image processing, etc.,
Participate in the bring-up and unit functional tests of FPGA-based custom hardware,
Collaborate effectively with various disciplines such as software design, telecommunication design, and hardware design.
Requirements
Bachelor's degree in Electrical and Electronics Engineering,
At least 6 years of experience,
Proficient in English, with excellent skills in reading, writing, and speaking,
Experience with Hardware Description Languages (HDL) such as VHDL/Verilog, preferably VHDL
Preferable
Experience in System-on-Chip (SoC) architecture,
Familiarity with Software Defined Radios (SDRs),
Proficiency in Digital Signal Processing, Digital Communications, and Image Processing algorithms,
Proficiency in MATLAB, C/C++ languages,
Knowledge and experience in electronic card design processes,
Familiarity with RF and Analog Design principles.
Benefits
The opportunity to shape ""New Space""
Great work environment, opportunity to get responsibilities in the first day
Strong work & team culture empowering autonomy, self-discipline, and personal growth
Competitive compensation package
Wide range side benefits package
Başvurunuz nedeni ile paylaşmış olduğunuz veriler KVKK kapsamında korunmakta ve işlenmektedir. Ayrıntılı bilgi için
https://www.plan.space/gdpr
adresini ziyaret edebilirsiniz."
Robotics Engineer,Hardware design engineer,"Ankara, Türkiye",1 day,100,On-site,Full-time,"About the job
We are looking for a colleague with the following qualifications in the office of our company, which is one of the important stakeholders of the defense industry with its original designs, localization and technological acquisition obligation projects:
Searched qualifications:
Graduated from electrical-electronic engineering, mechatronics engineering or similar departments of universities,
At least 3 years
He worked in the field of hardware design in the fields of military/aviation, which has hardware design experience.
Do-254, AMC 20-152 and ISO 26262
According to the design work experienced.
In at least one project, he has played an active role in planning, requirement identification, design and verification stages.
Experienced in the use of needs management tools (doors, etc.),
Experienced in the use of configuration and project management tools (SVN/GO, Redmine, Jira, etc.)
Ltspice, like Webench
simulation programs
can use,
Analog pressure and temperature sensors have knowledge and experience in reading circuits,
From communication interfaces/protocols
(RS232, RS485, RS422, CAN, TCP/IP, 12C, Arinc-429, MIL-STD-1553) or used at least a few of them, or knowledgeable,
MIL-STD-461, MIL-STD-704 and MIL-STD-1275, MIL-STD-810, DO-160
Knowledge about it,
IPC600,610,620,2221,22222
Electronic design and production, such as information about standards,
Who speak well in English, speak good/medium level English,
Residing/can.
Job Description:
Hardware design for civil aviation platforms by taking part in the current defense industry projects,
Preparation of plan documents prepared for aviation projects, taking opinions from the relevant teams and ensuring the configuration management processes,
Following Documentation Documentation Publication Activities in Do-254 Design Life Cycle,
The derivation and maintenance of needs from technical specifications to system, Lru, CBA and IC level,
Adding the design phase according to defined requirements, preparing the necessary data for production and certification,
To participate in correspondence/meetings with the lower/upper contractors to discuss technical issues,
Add to the library according to the selection and defined procedure of the components needed,
Making the necessary simulator designs for hardware test processes,
Test, software and mechanical design teams to participate in development, prototype production and test activities."
Robotics Engineer,Long -term lecturer electrical engineering at the Faculty of Engineering,"Istanbul, Istanbul, Türkiye",1 week,7,On-site,Full-time,"About the job
This job is sourced from a job board.
Learn more
The prerequisite for all positions is the doctorate in the respective specialist area and a relevant academic teaching and research experience.
The position is ideally to be filled on February 1, 2026, as an alternative to September 1, 2026 at the TDU. They are funded via the DAAD according to the regulations for long -term lectures. The detailed position description can be found on the homepage of the DAAD under the heading: Free editing and lecturers.
All applications must be submitted online via the DAAD portal. The application period ends on April 24, 2025.
DAAD, PO Box 20 04 04, 53134 Bonn
The tender is subject to the fact that the budget provided by the DAAD can be made available by the donors."
Robotics Engineer,Engineer-Power Electronics Embedded Software-R&D,"Istanbul, Istanbul, Türkiye",3 day,100,Hybrid,Contract,"About the job
Job description:
Discover a Home for Your Talents
Within the Beko community, every role feels like home, fostering a sense of belonging and growth. We value mutual respect, progressive thinking, and the power of diversity and inclusivity. Our commitment to sustainable development is driven by trust in technology and a dedication to producing confidently. As a member of our team, you'll have the opportunity to showcase your talents and contribute to building a prosperous future for all.
Apply Now and Be Part of Our Journey to Inspire Sustainable Lives in Every Home!
What awaits you in this role?
We are looking for a passionate
Engineer – Power Electronics Embedded Software
who will join our team at
R&D Directorate.
In this role you are responsible for research and development from concept ideation through product launch. Specific activities will include design, test, and validation of power electronic-based products. You will have the opportunity to participate in cross functional developments teams as contributor.
Improve and maintain field-oriented motor control algorithms and embedded software on products globally.
Be responsible for research and development of embedded software for motor control applications. Specific activities will include design, test, and validation of power electronic-based products.
Develop, maintain, and improve motor control software to ensure fast and efficient execution of motor control projects.
Work actively with SW/HW experts to drive appropriate tradeoffs to deliver subsystem level attribute targets.
Use appropriate tools and test methods to ensure fully functional and robust motor control software prior to integration into platforms.
Scouting for new technologies about embedded software and motor control
Position located in
Çayırova, Istanbul.
How do we describe a perfect match?
Bachelor's degree in Electrical & Electronics Engineering, Control Engineering, Electronics Engineering, Electronics & Communication Engineering, or Computer Engineering.
Familiarity with MATLAB /Simulink tools.
Having Embedded software design knowledge in C Programming Language especially on ARM Cortex M series microcontrollers.
General competency in periphery disciplines (power electronics, electromagnetics, electronics)
Excellent problem solving and critical thinking skills with a research-driven mindset.
Excellent communication and collaboration skills to effectively work with multidisciplinary teams.
We are an equal opportunity employer. All applicants will be considered for employment without attention to race, sex, colour, national or social origin, ethnicity, religion, age, pregnancy, disability, sexual orientation, gender identity and expression, marital status, or political opinion.
At Beko, where it feels like home, we invite you to explore…
Professional Development: Access tailored opportunities through our global minds network.
Global Community: Contribute to a community of like-minded individuals.
Well-being: Enjoy holistic support in physical, mental, financial, career, social, and family wellness, including sports teams, hobby clubs, social activities, counselling, dietitian support, and more.
Innovation Culture: Experience continual growth in our innovative environment.
Leadership: Develop leadership skills at any level in our trusted lifestyle solutions environment.
Join the Beko Community to open a new chapter in your life journey, where growth, innovation, and personal fulfilment make it feels like home.
Get to know us better through our company video!
https://www.youtube.com/watch?v=uNkzSicIGaU
Check out our latest stories and behind-the-scenes moments on Instagram: @lifeatbeko"
Robotics Engineer,Customer Project Engineer Izmir,"Izmir, Türkiye",13 hour,100,Hybrid,Full-time,"About the job
Find Your Meaningful Purpose with a Career at Schneider Electric
👇👇👇
https://youtu.be/YtExntUe89c
#LifeIsOn #SEGreatPeople
You will be..
Coordinate internal as well as external resources for the proper execution of projects
Ensure that projects are delivered on-time, within scope and budget as per the contract conditions
Developing project scopes and objectives, involving all concerned stakeholders and ensuring technical feasibility
Ensure resource availability and allocation
Develop a detailed project plan to track progress
Use appropriate verification techniques to manage changes in project scope, schedule and costs
Report to management as needed
Manage the relationship with the client and all stakeholders
Perform risk management to minimize project risks
Create and maintain project documentation
Ensure customer satisfaction
You will be perfect fit if you have..
B.S. in Electrical Engineering,
Minimum 5 years of experience in Project Management,
Excellent command of written & spoken English, Russian plus
Advanced user of MS Office applications, especially proficiency in Excel,
Effective communications skills,
Well organized, result oriented, pro-active & a good team player,
No military obligation for male candidates,
Technical knowledge and experience for: MV&LV Switchgears; Power&Distribution Transformers; Energy Monitoring/SCADA
Great People Make Schneider Electric A Great Company
You will be reaching...
Sustainable career journey at world’s most sustainable company in the world,
Agiler working environment and hybrid working opportunity,
Continuous and intensive learning opportunities,
Have a chance to enrich your career in diverse projects,
You will join 130,000 colleagues around the world in contributing to our commitment to redefine energy management, keep data secure and address the energy dilemma for more sustainable planet.
About Us
Schneider’s
purpose is to
empower all to make the most of our energy and resources
, bridging progress and sustainability for all. At Schneider, we call this
Life Is On
.
We believe access to energy and digital is a basic human right. Our generation is facing a tectonic shift in energy transition and industrial revolution catalyzed by accelerated digitization in a
more electric world
. Electricity is the most efficient and best vector for decarbonization; combined with circular economy approach, we will achieve
climate-positive impact
as part of the
United Nations Sustainable Development Goals
.
We are
the most local of global
companies; our unmatched proximity to you, enables us to better understand, anticipate and adapt with agility to support your business continuity with high
ethical
standards in everything we do.
In Schneider Electric, we empower everyone to make the most of our energy and resources, ensuring Life is On everywhere, for everyone, at every moment. Along the way, we create and provide equal opportunities for everyone, everywhere. We continuously create an inclusive environment and welcome people from all walks of life."
Robotics Engineer,Electrical Engineer-Motion Control Technologies (Fresh Graduate),"Çerkezköy, Tekirdağ, Türkiye",3 day,100,Hybrid,Contract,"About the job
Technology is moving forward, and world is changing fast, that’s why we are here to serve evolving needs of the world and industries by creating new technological products and solutions that impact the new global demands.
WAT Motor is a rapidly growing production and technology company not hesitating to enter new technology areas that enables new horizons both for its business and the industry overall.
If you want to be in the power of this transformation, we are waiting for you at WAT!
What awaits you in this role?
We are looking for a passionate
Engineer (Fresh Graduate)
who will join our team at the
Motion Control Technologies CoE team.
Designing and analyzing electrical motors for motion control units, (PM Servo Motors for defence applications)
Validating and testing of electric motors regarding the related standards (EN, IEC, etc.) and regulations (MIL STD 810 - MIL STD 461),
Involving in new project/product implementation activities,
Development activities on existing products, (Test methods, Quality improvement activities and etc.),
Building collaboration and customer satisfaction.
The position is located in Çerkezköy/Tekirdağ. Hybrid working model is available.
How do we
describe
the
perfect
match?
Bachelor's Degree from Electrical/Electrical&Electronics Engineering,
Hands-on experience in Electrical Part Design/Electrical Engineering Design,
Excellence in CAD software (Altair Flux, ANSYS Maxwell, MotorCAD),
Strong knowledge of Microsoft Office Programs,
Excellent verbal and written skills in English,
Following and adapting the market trends and new technologies,
Outside the box thinking ability,
Open to innovation culture,
Flexible and open to new perspectives,
A great team player with a self-initiative mindset,
Knowing what empathy really means,
Being open to communication.
We are an equal opportunity employer. All applicants will be considered for employment without attention to race, sex, color, national or social origin, ethnicity, religion, age, pregnancy, disability, sexual orientation, gender identity and expression, marital status or political opinion.
By being one of the “People of WAT”;
A friendly environment that is supported by endless coaching and mentoring of our senior team members.
Start your journey on your first day and get the support throughout your whole WAT journey.
A working environment where you can challenge yourself, take responsibilities and get the opportunity to be part of many projects.
An open working environment in which you can share your ideas and bring them to life.
While working remotely, we got your back! We support you with portable modem and internet connection.
Chill out coffee places to pamper yourself at the office."
Robotics Engineer,Electronic design engineer,"Ankara, Türkiye",3 day,100,On-site,Full-time,"About the job
Graduated from the Department of Electrical and Electronics Engineering of the Universities, preferably with a master's degree of electricity - electronics engineering,
With advanced technical English reading and writing competence,
Analytical thinking, problem solving, has the ability to produce new ideas,
Prone to teamwork,
He completed his military service for male candidates.
It is preferred to have information/experience in the following subjects;
Making electronic card designs and analysis,
Creation of Electronic Card Hardware Design Requirements,
Designing test devices for electronic cards,
Determination and application of test steps to verify the electronic card design,
Determination of test steps for electronic card production tests,
Using analog simulation program in designs,
Determining and correcting errors on the electronic card,
Writing detailed operation descriptive documents for electronic circuits,
Understanding and implementing the technical documents of the parts,
Electronic materials: Micro -controller, micro -processor, peripheral, DC/DC, supply regulator, connector, cable, etc.
Use of measuring devices: Multi-meter, power supply, oscilloscope, spectrum analysis, logic analyst.
Job Description:
We are looking for a team mate to work in Avionics and Defense projects to be assigned at the R & D Center in Bilkent Cyberpark."
IoT Engineer,"Software Engineer, Games (New Grad)","Istanbul, Türkiye",1 week,100,On-site,Full-time,"About the job
We are looking for a recent graduate Software Engineer to join our Engineering Team. Together with your team, you will be crafting code that brings to life game features, items and levels in our games which are enjoyed by a community of over 40 million monthly active players. This scale comes along with very interesting engineering challenges which we solve together, using a technology-agnostic approach. Alongside with our games, we continue to grow as software engineers and as a team.
Here’s what you'll do
Build an amazing experience for the millions of users who play every day
Design, implement, test and maintain our casual gaming products
Write clean, sustainable code and participate in peer code-reviews
You will have ownership of a primary work stream, which you will own end-to-end, but you'll also work in close collaboration with your fellow mobile engineers
Brainstorm new ideas together with your team to continuously iterate and improve our games' user experience
Desired skills and experiences
University degree in Computer Science, Software Engineering, or any equivalent subject
Having game projects in Unity is an advantage
There’s no need to have prior game development experience. If you are an engineer and value a holistic and technology-agnostic approach to software engineering, we’d like to hear from you!
What you’ll learn in this role
How to develop, release and maintain high quality code
Strong engineering skills and programming fundamentals
A good command of various programming languages (such as C#, Java) and hands-on experience of best practices and idioms of these languages
Software architecture design, OOP, and design patterns and principles on various scales
Working at Peak
Fast-paced environment with a tight-knit and collaborative culture
Never-ending learning and development opportunities
Relevant conferences abroad to stay up to date with the latest industry trends
Team events and trips
We support your personal and professional development with challenging projects and regular feedback
Full health benefits"
IoT Engineer,"Software Engineer (Control, Algorithm Development Engineer)","Ankara, Türkiye",12 hour,100,On-site,Full-time,"About the job
To be assigned to the Robotic and Autonomous Systems Group
Control, planning, guidance, navigation, decision -making, detection algorithms and mathematical modeling
5+ years experienced in one or more of its fields
teammates
We are looking for.
Job definition
Developing algorithm and function for unmanned air, land or sea vehicles,
Optimizing existing algorithms and increasing their performance,
By following the literature, establishing a sustainable structure with continuous development and performance improvement,
Managing the test and evaluation processes of the developed algorithms,
Test and verify the developed algorithms and functions on simulation environments and vehicles on the field.
To ensure that the projects are implemented by cooperating interdisciplinary interdisciplinary
Preparing technical documentation and making in -depth reporting.
LEGAL LEVEL/AREA
To graduate from the departments of universities' control and automation, electrical-electronics, computer, machinery, space and aviation engineering and equivalent departments.
Technical Competencies and Experience
Minimum competencies
To be educated in relevant fields or to have courses,
Being knowledgeable about dynamic systems,
Being advanced in one of Matlab, Python, C ++ or similar programming languages,
To have comprehensive algorithm development experiences with at least one of these languages,
To be interested in defense, unmanned systems, autonomy, control and robotic fields,
Preferred competencies
Having software development experience on the Linux operating system,
Having the experience of using Ros/Gazebo software tools and libraries,
To have experience in deep learning and machine learning,
Having experience in mathematical modeling and/or system diagnostic issues,
The behavioral competencies and other issues required by the job
Compatible with different disciplines and stakeholders within/outside the company, which can work effectively and work interactively,
Prone to teamwork,
Open to research, development and learning,
Proactive
Who can take responsibility,
Work and solution -oriented,
No travel obstacles (it will have to participate in field tasks),
Problem solving, analytical thinking, stress and time management skills,
Not to have a situation that prevents a personal safety certificate,
Having English language score or completing your undergraduate education in English."
IoT Engineer,Junior Software Engineer,"Istanbul, Türkiye",3 week,100,On-site,Full-time,"About the job
About us
We were founded in 2017 with the motivation to reach people globally by giving them unique and unforgettable experiences with disruptive products. Our games have reached over 3.5 billion people. This could only be done by gathering exceptional talent and creating a culture to enhance team spirit and creativity. We are looking for passionate teammates to join our team!
What you'll be doing
We are looking for a passionate
Backend Developer
who is excited to architect and implement technology, tools and infrastructure that empower Good Job Games!
In this role, you will conceptualize and build external shared game services which are distributed, highly available, have high throughput and low latency. You will also build internal services and tools that support game operations, state of the art data analysis, business intelligence and automation at scale, empowering various teams at Good Job Games. We collaborate to bring out the best in each other. You will join with the hard working engineers on critical systems and you’ll have an opportunity to both learn, teach and grow yourself.
Minimum skills and experiences
B.S. or higher preferably in Computer Science, Math or Physics (or equivalent work experience)
Understanding distributed, highly scalable, low latency, fault tolerant backend architecture fundamentals
Knowledge of the Go programming language at an entry-level, including experience with basic Go syntax and concepts such as goroutines and channels
Strong engineering, design and architecture skills
Experience with software engineering best practices
Desired skills and experiences
Familiarity with cloud systems such as AWS
Familiarity with NoSQL and in-memory databases like DynamoDB, Redis
Familiarity with container orchestration technologies like EKS, ECS, Nomad
Familiarity with DevOps and CI/CD tools such as Jenkins, Github Actions
Familiarity with infrastructure-as-code technologies like CDK, Terraform, Pulumi
What makes our team so unique
Feedback and transparency are at the heart of everything we do
Exceptional and passionate people/team members
Every idea counts
Never-ending learning
We never stop asking the questions “why” and “how”
Our Perks
Team events and trips
Great food
On-site gym
Full health benefits
Compensation for paid military service
Good Job Games Coin Program that lets you have unforgettable experiences (e.g. Going on a cruise trip to Norway or seeing the Northern Lights)
This is an on-site role in Istanbul, Sarıyer. Unfortunately, we do not offer a fully-remote working option."
