id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
778,3,"python, security, performance, cloud automation, github, docker, infrastructure, monitor, kubernetes, aws, devops, deployment, bash, access, azure, elk stack, automation, grafana, ansible, jenkins, cloud, observability, monitoring, pipeline, prometheus, terraform, scalability","technical, learning",versioning,unknown,unknown,"monitor, automation, monitoring, deployment, pipeline, docker, infrastructure"
785,3,"security, performance, configuration, docker, infrastructure, monitor, system, kubernetes, aws, deployment, devops, bash, azure, automation, grafana, google cloud, ansible, service, gitlab, cloud, monitoring, prometheus, terraform","troubleshooting, learning, system",unknown,unknown,unknown,"automation, monitor, monitoring, deployment, docker, infrastructure"
788,3,"python, fault tolerance, shell scripting, security, performance, configuration, infrastructure as code, iac, docker, infrastructure, high availability, cloud infrastructure, monitor, kubernetes, aws, continuous, deployment, devops, bash, logging, azure, git, automation, compliance, ansible, site, gitlab, access management, cloud, network, build, monitoring, terraform, scalability","time, flexibility, learning, continuous, documentation","versioning, infrastructure provisioning",unknown,unknown,"automation, monitor, deploy, monitoring, deployment, docker, infrastructure"
795,3,"python, security, performance, build automation, infrastructure as code, iac, docker, infrastructure, system reliability, powershell, cloud infrastructure, iam, system, kubernetes, aws, continuous, devops, deployment, logging, bash, azure, new, elk stack, automation, grafana, compliance, circleci, google cloud, ansible, jenkins, performance tuning, gitlab, access management, cloud, version control, network, datadog, release, pipeline, monitoring, incident, prometheus, terraform, scalability","postmortem, reliability, project, resilience, proactive, system, technical, continuous, incident","root cause analysis, resilience",unknown,mid-level,"automation, orchestration, pipeline, deployment, monitoring, integration, docker, infrastructure"
798,3,"python, service, automation, build, google, cloud, security, aws, access, new","communication skills, critical thinking, customer, responsibility, learning, analytical",unknown,unknown,unknown,automation
801,3,"python, monitor, automation, grafana, cloud, build, kubernetes, security, prometheus, monitoring, devops, deployment, bash, infrastructure as code, ansible, terraform, docker, infrastructure",unknown,unknown,unknown,unknown,"automation, monitor, monitoring, deployment, docker, infrastructure"
805,3,"python, docker, infrastructure, shell script, cloud infrastructure, kubernetes, site reliability, aws, devops, new, git, ansible, high, gitlab, build, cloud, version control, release, monitoring, terraform","decision, reliability",unknown,unknown,unknown,"docker, monitoring, integration, infrastructure"
806,3,"python, site, automation, build, system, git, infrastructure","project, time, collaborative, critical, system, problem solving, documentation, analytical, communication",versioning,bachelor,unknown,"infrastructure, automation"
814,3,"python, security, infrastructure as code, github, docker, system, kubernetes, aws, continuous, devops, deployment, azure, git, grafana, compliance, circleci, ansible, build, cloud, network, datadog, pipeline, monitoring, fault, prometheus, terraform","communication skills, continuous, system",unknown,unknown,unknown,"orchestration, pipeline, deployment, monitoring, docker, infrastructure"
819,3,"python, continuous deployment, security, performance, configuration, infrastructure as code, iac, docker, infrastructure, high availability, powershell, system, kubernetes, rollback, continuous, devops, bash, azure, git, compliance, ansible, jenkins, cloud, network, release, monitoring, continuous integration, terraform","task, continuous, system, reliability",unknown,unknown,unknown,"monitoring, deployment, integration, docker, infrastructure"
825,3,"performance, configuration management, docker, infrastructure, high availability, elk, kubernetes, system, microservices, continuous, devops, logging, azure, new, git, elk stack, automation, grafana, ansible, jenkins, build, cloud, version control, monitoring, continuous integration, prometheus, terraform","continuous, system",devops culture,unknown,unknown,"automation, orchestration, monitoring, integration, infrastructure automation, docker, infrastructure"
826,3,"python, server, shell, security, performance, configuration, infrastructure as code, iac, github, docker, infrastructure, monitor, system, kubernetes, aws, continuous, devops, logging, bash, azure, new, git, automation, bitbucket, jenkins, gitlab, cloud, version control, build, release, pipeline, monitoring, scalability","communication skills, reliability, system, customer, problem solving, troubleshooting, technical, continuous, analytical","root cause analysis, infrastructure provisioning",unknown,unknown,"monitor, automation, pipeline, monitoring, docker, infrastructure"
827,3,"python, new, automation, performance, scalability","reliability, time, technical, troubleshooting, learning, analytical, communication",unknown,unknown,unknown,automation
828,3,"python, compliance, cloud, google, security, build, aws, monitoring, deployment, azure, google cloud","technical, learning, customer",unknown,unknown,unknown,"deploy, monitoring, deployment"
830,3,"server, security, performance, configuration management, new relic, docker, infrastructure, elk, powershell, monitor, kubernetes, aws, continuous, devops, bash, deployment, access, logging, azure, new, git, automation, bitbucket, grafana, ansible, service, jenkins, build, cloud, release, monitoring, continuous integration, prometheus, release management","time, decision making, proactive, customer, responsibility, troubleshooting, technical, continuous, learning, continuous learning, documentation, communication",unknown,unknown,unknown,"automation, monitor, orchestration, deploy, monitoring, deployment, integration, docker, infrastructure"
834,3,"python, service, gitlab, grafana, compliance, kubernetes, version control, continuous, deployment, devops, monitoring, prometheus, docker, new, git, infrastructure","learning, communication skills, continuous",versioning,unknown,unknown,"orchestration, monitoring, deployment, docker, infrastructure"
838,3,"jenkins, automation, system, kubernetes, security, pipeline, devops, deployment, iac, docker, new, infrastructure","system, proactive, initiative, problem solving, troubleshooting",unknown,unknown,unknown,"automation, pipeline, deployment, integration, docker, infrastructure"
839,3,"python, load, security, docker, infrastructure, cloud infrastructure, kubernetes, aws, continuous, devops, deployment, bash, logging, access, azure, new, elk stack, grafana, jenkins, gitlab, cloud, network, monitoring, continuous integration, prometheus","technical, continuous, attention, communication",devops culture,unknown,mid-level,"orchestration, monitoring, deployment, integration, docker, infrastructure"
841,3,"python, load, server, security, performance, github, docker, infrastructure, elk, high availability, monitor, kubernetes, system, microservices, deployment, bash, logging, devops, access, new, git, automation, bitbucket, grafana, compliance, service, jenkins, network, monitoring, containers, pipeline, incident, prometheus, scalability","reliability, system, technical, troubleshooting, incident, documentation",unknown,unknown,unknown,"setup, automation, monitor, orchestration, pipeline, deployment, monitoring, docker, infrastructure"
845,3,"performance, docker, infrastructure, system, kubernetes, aws, microservices, continuous, devops, deployment, azure, new, git, automation, grafana, google cloud, jenkins, gitlab, cloud, release, monitoring, pipeline, prometheus, scalability","reliability, project, teamwork, initiative, system, critical, technical, continuous learning",unknown,unknown,unknown,"automation, pipeline, monitoring, deployment, integration, docker, infrastructure"
847,3,"high, elk stack, high availability, log, monitor, kubernetes, security, performance, pipeline, access, scalability, docker, new, infrastructure","collaborative mindset, communication skills, learning, analytical",unknown,unknown,unknown,"monitor, orchestration, pipeline, integration, docker, infrastructure"
849,3,"cloud, build, kubernetes, build automation, access, docker, new, git",learning,unknown,bachelor,unknown,"docker, integration, automation"
853,3,"python, pipeline, google cloud, automation","flexibility, learning, collaborative",unknown,unknown,unknown,"pipeline, automation"
854,3,"automation, cloud, network, build, performance, observability, monitoring, deployment, continuous, scalability, docker, new","communication skills, collaborative, responsibility, flexibility, technical, continuous learning, documentation, analytical, communication",versioning,unknown,unknown,"monitoring, docker, deployment, automation"
859,3,"jenkins, gitlab, load balancing, cloud, kubernetes, ssl, monitoring, devops, access, new","communication skills, collaborative, responsibility, troubleshooting, technical, learning",unknown,master,unknown,monitoring
863,3,"python, security, performance, configuration management, docker, infrastructure, powershell, monitor, system, kubernetes, devops, deployment, bash, azure, new, git, automation, compliance, cloud, version control","reliability, project, proactive, system, documentation, communication",infrastructure provisioning,unknown,unknown,"automation, monitor, orchestration, deployment, docker, infrastructure"
873,3,"python, high, system, security, performance, containers, new","learning, system",unknown,unknown,unknown,unknown
875,3,"build, infrastructure",technical,unknown,unknown,unknown,infrastructure
876,3,"high, service, security, new, infrastructure","communication skills, project, analytical thinking, problem solving, customer",unknown,master,mid-level,infrastructure
878,3,"automation, monitor, new, cloud, kubernetes, system, security, performance, infrastructure as code, iac, scalability, infrastructure","communication skills, teamwork, analytical thinking, system, initiative",unknown,unknown,unknown,"automation, monitor, infrastructure"
880,3,"python, service, powershell, shell, network, system, continuous, devops, deployment, yaml, pipeline, release management, azure, docker, new, git","communication skills, time, system, continuous, learning, communication",unknown,unknown,unknown,"gitops, deploy, pipeline, deployment, integration, docker"
882,3,"python, load, security, performance, new relic, infrastructure as code, iac, infrastructure, cloud infrastructure, iam, kubernetes, aws, microservices, continuous, deployment, new, automation, grafana, compliance, service, cloud, network, observability, monitoring, scalability","continuous, reliability, teamwork, communication",unknown,unknown,unknown,"automation, monitoring, deployment, infrastructure automation, infrastructure"
886,3,"python, service, cloud, kubernetes, version control, version, performance, aws, monitoring, logging, azure, docker, google cloud, infrastructure","technical, learning, customer",unknown,bachelor,mid-level,"deploy, docker, monitoring, infrastructure"
887,3,"high, site, load balancing, automation, cloud, kubernetes, security, performance, microservices, monitoring, bash, devops, deployment, infrastructure as code, iac, docker, new, git","learning, analytical thinking, time",unknown,unknown,unknown,"automation, monitoring, deployment, integration, docker, infrastructure"
888,3,"python, load balancing, shell, security, performance, configuration management, infrastructure as code, docker, infrastructure, elk, powershell, monitor, system, kubernetes, site reliability, deployment, devops, bash, automation, grafana, compliance, ansible, service, cloud, monitoring, prometheus, terraform, scalability","reliability, time, proactive, system, technical, troubleshooting",unknown,unknown,mid-level,"automation, monitor, gitops, monitoring, deployment, docker, infrastructure"
889,3,"python, server","teamwork, technical, attention to detail, learning, communication",unknown,unknown,unknown,integration
890,3,"python, security, iac, infrastructure, kubernetes, aws, devops, deployment, bash, azure, new, automation, ansible, service, jenkins, gitlab, build, network, cloud, monitoring, terraform","problem, project, time, teamwork, problem solving, troubleshooting",unknown,unknown,unknown,"automation, deploy, monitoring, deployment, integration, infrastructure automation"
891,3,"python, automation, build, pipeline, deployment, access, infrastructure","documentation, analytical",unknown,unknown,unknown,"automation, pipeline, deployment, integration, infrastructure"
892,3,"python, build, kubernetes, security, docker","learning, project, time",unknown,phd,junior,"orchestration, docker"
893,3,"python, server, security, configuration management, cloud automation, docker, powershell, kubernetes, devops, bash, deployment, access, azure, new, git, automation, high, service, jenkins, gitlab, cloud, build","collaborative mindset, responsibility, technical, learning, analytical",devops culture,unknown,unknown,"gitops, docker, deployment, automation"
896,3,"python, high, server, cloud, system, security, performance, new","reliability, resilience, time, system, customer, technical, learning, communication",resilience,unknown,unknown,unknown
897,3,"git, infrastructure",unknown,unknown,unknown,mid-level,infrastructure
898,3,"service, monitor, build, continuous, access","communication skills, project, collaborative, proactive, customer, technical, troubleshooting, continuous, documentation, communication",unknown,unknown,unknown,"integration, monitor"
899,3,"high, build, cloud, kubernetes, performance, aws, scalability, git","critical, time",unknown,unknown,unknown,integration
900,3,"python, shell, security, performance, docker, monitor, cloud infrastructure, system, kubernetes, continuous, devops, deployment, access, azure, grafana, google cloud, build, cloud, monitoring, prometheus","reliability, system, critical, technical, flexibility, continuous, learning",unknown,unknown,unknown,"monitor, monitoring, deployment, docker, infrastructure"
902,3,"high availability, server, automation, monitor, build, system, compliance, security, cloud, performance, aws, configuration, monitoring, devops, ansible, azure, infrastructure","teamwork, proactive, system, troubleshooting, communication",unknown,unknown,unknown,"monitor, automation, deploy, monitoring, integration, infrastructure"
905,3,"python, monitor, build, performance, pipeline, google cloud, new, infrastructure","technical, time, documentation, communication",unknown,unknown,unknown,"pipeline, monitor, infrastructure"
906,3,"cloud, system, network, azure, infrastructure","communication skills, project, analytical thinking, system, customer, technical, responsibility, learning",unknown,unknown,unknown,infrastructure
907,3,"log, security, performance, infrastructure as code, iac, docker, cloud infrastructure, iam, kubernetes, aws, devops, access, azure, new, automation, compliance, service, access management, cloud, monitoring, terraform","project, teamwork, collaborative, responsibility, documentation, analytical",unknown,unknown,unknown,"docker, automation, monitoring, infrastructure"
908,3,"high, high availability, cloud, build, network, security, performance, microservices, access, new, git","responsibility, learning, technical, problem solving",unknown,unknown,unknown,unknown
910,3,"load, performance, configuration management, configuration, infrastructure as code, iac, network configuration, infrastructure, system, devops, deployment, logging, access, new, automation, splunk, ansible, gitlab, cloud, monitoring, containers, terraform","communication skills, reliability, project, teamwork, adaptability, collaborative, proactive, system, technical, troubleshooting, learning, analytical, communication","devops culture, infrastructure provisioning",unknown,unknown,"automation, deploy, monitoring, deployment, integration, infrastructure"
911,3,"python, configuration, infrastructure as code, docker, infrastructure, site reliability, devops, bash, logging, access, new, git, automation, grafana, ansible, teamcity, build, monitoring, containers, terraform, scalability","flexibility, reliability",unknown,unknown,unknown,"automation, deploy, monitoring, docker, infrastructure"
912,3,"incident response, python, performance tuning, automation, system, kubernetes, security, performance, observability, monitoring, pipeline, devops, terraform, deployment automation, scalability, infrastructure","incident response, postmortem, reliability, system, technical, communication",unknown,unknown,unknown,"automation, pipeline, monitoring, deployment, infrastructure"
916,3,"python, service, powershell, server, monitor, automation, nagios, cloud, system, shell, security, performance, configuration, monitoring, continuous, access","problem, time, proactive, system, customer, responsibility, technical, troubleshooting, continuous",unknown,unknown,unknown,"automation, monitoring, monitor"
920,3,"python, build, version control, performance, new, git","project, teamwork, collaborative, learning, analytical, communication",unknown,unknown,unknown,unknown
922,3,"shell, continuous","problem, communication skills, project, time, technical, task, attention to detail, continuous learning, analytical",unknown,unknown,unknown,unknown
924,3,"python, incident response, automation, shell, access management, compliance, cloud, kubernetes, security, iam, monitor, aws, configuration, continuous, containers, devops, azure, terraform","incident response, communication skills, critical, technical, continuous, analytical",unknown,unknown,unknown,"monitor, automation"
926,3,"python, high, automation, compliance, cloud, system, security, performance, release, bash, new, git","accountability, reliability, time, critical, system, technical, responsibility, flexibility, learning, stress, communication",unknown,bachelor,unknown,automation
931,3,"jenkins, cloud, system, security, new, git, infrastructure","project, system, technical, responsibility, learning, communication",unknown,master,unknown,"integration, infrastructure"
935,3,"python, high availability, performance tuning, automation, monitor, cloud, version control, performance, aws, observability, pipeline, monitoring, logging, access, git",reliability,unknown,unknown,unknown,"monitoring, pipeline, monitor, automation"
937,3,"security, configuration management, infrastructure as code, iac, docker, infrastructure, system reliability, cloud infrastructure, system, kubernetes, aws, continuous, devops, logging, deployment, access, azure, elk stack, automation, grafana, compliance, google cloud, ansible, service, jenkins, gitlab, cloud, build, monitoring, continuous integration, prometheus, terraform","reliability, system, customer, technical, continuous, attention to detail, continuous learning, analytical",unknown,unknown,mid-level,"automation, orchestration, monitoring, deployment, integration, docker, infrastructure"
938,3,"python, security, performance, infrastructure as code, iac, github, docker, infrastructure, high availability, system reliability, cloud infrastructure, monitor, system, kubernetes, aws, deployment, devops, bash, azure, automation, ansible, jenkins, gitlab, cloud, monitoring, continuous integration, terraform, scalability","continuous, system, reliability",unknown,unknown,unknown,"monitor, automation, orchestration, monitoring, deployment, integration, docker, infrastructure"
939,3,"python, high, high availability, service, jenkins, server, cloud, system, security, performance, monitoring, devops, continuous, bash, google cloud, new, git, ansible","communication skills, time, collaborative, feedback, system, technical, continuous, learning, stress, documentation",unknown,bachelor,unknown,monitoring
940,3,"python, cloud, kubernetes, security, docker, new, infrastructure","communication skills, learning, analytical, attention to detail",unknown,phd,unknown,"docker, infrastructure"
941,3,"high availability, server, cloud, system, kubernetes, aws, splunk, devops, azure, docker, new, infrastructure","teamwork, system, learning, analytical, communication",unknown,unknown,unknown,"docker, infrastructure"
943,3,"python, cloud infrastructure, cloud, kubernetes, devops, new, infrastructure",reliability,unknown,unknown,unknown,infrastructure
944,8,"threat detection, risk, cyber, cyber attack, security, cybersecurity, log analysis, information security, cyber threats, siem, threat, soc, threat intelligence","communication skills, risk assessment, analytical thinking, critical, security, research, threat, team, report",defense,unknown,unknown,siem
945,8,"risk, security, security awareness, endpoint, penetration, siem, cyber threats, information, threat, security audits, compliance, iso 27001, nist, gdpr, cyber, security policies, network, incident, it, vulnerability, threat intelligence","risk, compliance, critical, security, problem solving, technical, incident, threat, communication",unknown,bachelor,mid-level,"firewall, penetration, siem, incident, vulnerability, implementation"
947,8,"risk, iam, iso 27001, mfa, compliance, nist, iso, identity, it, access, gdpr","compliance, risk",identity and access management,unknown,unknown,unknown
949,8,"secure, risk, iso 27001, security, cybersecurity, application, web, information security, iso, application security, nist, incident, information, access, data, owasp, threat, vulnerability","risk, analytical thinking, security, technical, incident, team, threat, documentation, communication",threat modeling,unknown,unknown,"implementation, incident, vulnerability, integration"
950,8,"dlp, risk, cyber, security standards, compliance, iso 27001, security, information security, cyber threats, information, siem, iso, audit, risk management, gdpr","communication skills, risk, compliance, security, technical, team, security awareness training","forensic, security awareness training",unknown,unknown,"siem, planning"
953,8,"penetration testing, secure, compliance, security, cybersecurity, secure coding, information, owasp, identity, threat, vulnerability assessment, audit, vulnerability","communication skills, compliance, security, research, technical, threat, team, documentation, analytical",unknown,unknown,unknown,"vulnerability, penetration testing"
954,8,"cyber, network, security, web, application, information, incident, it, vulnerability, threat intelligence, gdpr","security, problem solving, technical, task, learning, incident, team, threat, analytical, communication",defense,unknown,mid-level,"planning, firewall, test, incident, integration, vulnerability"
958,8,"security breaches, blue, risk, security policies, network, security, information security, information, it, risk management, data, access, audit, gdpr","risk, risk assessment, critical, security, team, report",unknown,unknown,unknown,"implementation, policy"
959,8,"dlp, risk, iso 27001, network, security, information security, siem, information, access control, antivirus, soc, endpoint","risk, security, technical, task, security awareness training, documentation",security awareness training,unknown,unknown,"implementation, siem, planning, firewall"
960,8,"security standards, network, security, cybersecurity, information security, siem, application security, information, it, risk management, data, vulnerability","risk, security, team, analytical thinking",unknown,unknown,unknown,"vulnerability, siem, firewall"
961,8,"cyber, compliance, security, cybersecurity, security awareness, zero, information, it","time, compliance, security, learning, team, communication",unknown,master,unknown,policy
962,8,"security standards, security policies, compliance, security, information security, vulnerability","communication skills, compliance, security, technical, team, documentation, analytical",unknown,unknown,unknown,"vulnerability, test, policy, testing"
963,8,"security, security awareness, vpn, wireshark, kali linux, security standards, penetration, cyber threats, nessus, metasploit, penetration testing, burp suite, compliance, iso 27001, cybersecurity, web, social engineering, nist, owasp, gdpr, network security, network, nmap","compliance, security, technical, team, security awareness training, report",security awareness training,unknown,unknown,"scanning, penetration testing, penetration"
967,8,"dlp, log, risk management, security, siem, information, it, access, vulnerability, it security, endpoint","risk, presentation skills, security, technical, team, communication",unknown,bachelor,unknown,"policy, testing, siem, vulnerability, vulnerability scanning"
968,8,"iam, compliance, security, application, identity, it, access","problem, compliance, security, responsibility, team, integrity, analytical, communication",identity and access management,master,unknown,"planning, integration"
971,8,"penetration testing, network, security, application, web, information security, access control, identity, information, it, access","time, security, learning, team, workflow",unknown,bachelor,junior,penetration testing
975,8,"incident response, penetration testing, secure, security standards, security policies, compliance, network, security, cybersecurity, application, web, access control, social, application security, it, data, vulnerability","compliance, initiative, security, technical, incident, team, documentation, analytical, communication",unknown,bachelor,unknown,"penetration testing, testing, incident, integration, vulnerability, vulnerability scanning, response"
977,8,"red team, risk, cyber, qradar, network, security, web, application, information security, owasp, information, application security, siem, soc","report, security, team, risk assessment",unknown,unknown,mid-level,siem
978,8,"incident response, network security, threat detection, log, security, splunk, siem, identity, incident, soc","communication skills, security, technical, incident, threat",unknown,unknown,unknown,"siem, incident, response"
979,8,"risk, malware, security, information security, siem, information, incident, encryption, audit, risk management, vulnerability, it security","communication skills, risk, security, problem solving, technical, incident, team, analytical",vulnerability management process,bachelor,unknown,"firewall, siem, incident, encryption, vulnerability, implementation"
981,8,"dlp, data, risk, cyber, log, iso 27001, ips, security, information security, siem, information, it, access, audit, ids","risk, analytical thinking, security, learning, communication",unknown,unknown,unknown,"test, planning, firewall, siem"
984,8,"ethical, penetration testing, metasploit, burp suite, nessus, security, red, web, owasp, application security, web security, nmap","ethical, communication skills, time, security, documentation, analytical",unknown,unknown,unknown,"penetration testing, testing"
985,8,"incident response, risk, security, vpn, endpoint, iam, siem, threat detection, compliance, iso 27001, cybersecurity, identity management, nist, identity, soc, gdpr, network security, cyber, it, soc 2, data, threat intelligence","communication skills, risk, time, compliance, critical, initiative, security, technical, responsibility, learning, incident, threat, team",unknown,unknown,unknown,"policy, siem, test, incident, simulation, response"
986,8,"social, security, cybersecurity, access","strategic, presentation skills, security, technical, learning, team, communication",unknown,unknown,unknown,unknown
987,8,"risk, log, security, data loss prevention, siem, information, risk management, access, iso 27001, compliance, soc, gdpr, dlp, network security, secure, cyber, security policies, network, ips, application, information security, iso, data","communication skills, risk, compliance, security, technical, team, report, communication",unknown,master,unknown,"implementation, siem, planning, firewall"
989,8,"risk, cyber, risk management, iso 27001, network, security, application, siem, data protection, information, access control, information security, it, audit, antivirus, gdpr","risk, analytical thinking, risk assessment, security, problem solving",unknown,unknown,unknown,"siem, planning"
990,8,"penetration testing, network security, risk, security, vpn, social, siem, application security, ransomware, it, soc, data, it security, threat intelligence, vulnerability","risk, analytical thinking, decision making, security, problem solving, technical, responsibility, learning, team, threat, report, communication",unknown,master,mid-level,"penetration testing, testing, test, siem, integration, vulnerability"
991,8,"security, iam, siem, information, access, compliance, web, social engineering, phishing, gdpr, security breaches, dlp, secure, cyber, network, intrusion detection, information security, it, firewalls","communication skills, compliance, security, research, responsibility, learning, analytical",unknown,unknown,unknown,"siem, planning"
993,8,"security, red, data privacy, siem, information, threat, risk management, intrusion, penetration testing, web, nist, owasp, antivirus, dlp, cyber, security policies, network, information security, incident, it, vulnerability","risk, attention, critical thinking, security, technical, incident, threat, team, documentation",threat modeling,bachelor,unknown,"penetration testing, planning, firewall, policy, testing, implementation, siem, incident, simulation, vulnerability, response"
996,8,"cyber, qradar, security, siem, splunk, information, soc","communication skills, attention, security, technical, team, stress",unknown,unknown,unknown,"siem, integration"
999,8,"incident response, network security, log, security, splunk, siem, identity, soc","communication skills, incident, security",unknown,unknown,unknown,"siem, incident, response"
1001,8,"secure, log, cyber, iso 27001, network, security, data privacy, web, siem, splunk, iso, arcsight, it, access, gdpr","problem, communication skills, attention, critical thinking, security, presentation, problem solving, team, report, documentation, analytical",defense,bachelor,unknown,"planning, policy, siem, integration, implementation"
1002,8,"secure, log, cyber, iso 27001, network, security, data privacy, web, siem, splunk, iso, arcsight, it, access, gdpr","problem, communication skills, time, attention, critical thinking, security, presentation, problem solving, team, report, documentation, analytical",defense,bachelor,unknown,"planning, policy, siem, integration, implementation"
1003,8,"risk, security, kali linux, penetration, red, information, nessus, metasploit, burp suite, ethical, web, soc, cyber, network, application, information security, it, data, nmap","ethical, risk, security, technical, responsibility, team, report, communication",defense,unknown,mid-level,"test, penetration"
1005,8,"secure, risk, cyber, iso 27001, network, security, data privacy, web, information security, information, it","communication skills, risk, time, initiative, security, team, communication",unknown,bachelor,unknown,policy
1006,8,"dlp, security, data privacy, web, it, soc","time, critical, security, technical, team, analytical",unknown,bachelor,unknown,"firewall, policy"
1008,8,"network security, compliance, ips, security, vpn, data privacy, information security, ssl, information, incident, web, firewalls, access, ids, it","accountability, problem, communication skills, analytical thinking, time, compliance, initiative, security, problem solving, technical, incident, team, report",unknown,unknown,unknown,"planning, firewall, policy, incident, response"
1009,8,"secure, log, cyber, iso 27001, network, security, data privacy, web, iso, it, access, gdpr","problem, communication skills, attention, critical thinking, security, presentation, problem solving, team, report, documentation, analytical",defense,bachelor,unknown,"implementation, planning, integration, policy"
1010,8,"dlp, data, log, risk management, security, siem, social, information, it, access, vulnerability, it security, endpoint, gdpr","risk, time, presentation skills, security, technical, report, communication",unknown,bachelor,unknown,"vulnerability, siem, policy, testing"
1011,8,"cyber, security policies, iso 27001, security, application, information security, information, application security, it, gdpr","communication skills, security, team, communication",unknown,unknown,mid-level,test
1012,8,"dlp, penetration testing, risk, iso 27001, penetration, security, information security, iso, information, it, vulnerability, gdpr","communication skills, risk, risk assessment, security, documentation, communication",unknown,unknown,mid-level,"vulnerability, planning, penetration, penetration testing"
1013,8,"network security, risk, network, security, vpn, firewalls, it, data","communication skills, risk, security, team, documentation, analytical",unknown,unknown,unknown,"planning, firewall"
1014,8,"data, network, penetration, security, penetration test, web, application, information, vulnerability, gdpr","security, research, problem solving, technical, presentation, team",unknown,unknown,unknown,"vulnerability, test, planning, penetration"
1061,3,"monitoring, infrastructure","communication skills, project, collaboration, time, problem solving, technical, incident, solution",unknown,unknown,unknown,"on, monitoring, project, infrastructure"
1062,3,"cloud, public cloud, new, identity","problem, communication skills, collaboration, learning, stakeholder, curiosity",unknown,unknown,unknown,"on, cloud, design, strategy"
1073,3,"cloud, kubernetes, new, identity","communication skills, learning",unknown,unknown,unknown,"on, cloud, kubernetes"
1075,3,"storage, identity, new","technical, system, solution",unknown,unknown,mid-level,on
1098,3,"cloud, public cloud, new, identity","reliability, collaboration, time, system, critical, client, technical, learning",unknown,bachelor,unknown,"on, cloud, deploy, strategy"
1100,3,"functions, azure",unknown,unknown,unknown,unknown,"design, optimization"
1123,3,"cloud, identity, new, infrastructure","accountability, system, flexibility, learning, curiosity, communication",unknown,bachelor,unknown,"on, design, monitor, cloud, infrastructure"
1127,3,"cloud, public cloud, new, identity","accountability, collaboration, troubleshooting, flexibility, learning, curiosity",unknown,unknown,unknown,"on, cloud, monitor, strategy"
1131,3,"regions, cloud, public cloud, kubernetes, openstack, identity, docker, new","technical, learning, documentation",unknown,unknown,unknown,"on, design, cloud, kubernetes, deploy"
1136,3,"storage, storage solutions, cloud","communication skills, reliability, technical, flexibility, learning",unknown,unknown,unknown,"cloud, design"
1142,3,aws,"communication skills, learning, system",unknown,unknown,unknown,"on, design, deployment"
1151,3,"cloud, public cloud, new, identity","responsibility, technical, learning, collaboration",unknown,bachelor,unknown,"on, cloud, strategy"
1152,3,"storage, private cloud, cloud, public cloud, kubernetes, openstack, public, containers, devops, serverless, identity, new, infrastructure","accountability, problem, reliability, collaboration, flexibility, learning, curiosity",unknown,unknown,unknown,"on, cloud, kubernetes, strategy, deployment, serverless, infrastructure"
1153,3,"cloud, public cloud, identity, monitoring, new","technical, learning, collaboration",unknown,bachelor,unknown,"on, design, monitor, cloud, deploy, monitoring, strategy"
1160,3,"storage, availability, microsoft, functions, kubernetes, cost, api, datadog, cloud security, cloud solutions, monitoring, devops, cloud architecture, azure, docker, terraform, infrastructure","reliability, resilience, time, collaboration, system, incident",unknown,unknown,unknown,"on, design, monitor, cloud, deploy, kubernetes, cost, monitoring, infrastructure"
1172,3,"amazon, vms, cloud infrastructure, infrastructure, cloud, google, kubernetes, public, containers, devops, identity, docker, new, microsoft","learning, system, time",unknown,unknown,unknown,"on, design, cloud, kubernetes, infrastructure"
1177,3,"storage, cloud, public cloud, kubernetes, private, cost, aws, public, identity, cloud computing, azure, docker, google cloud, new, infrastructure","accountability, project, collaboration, time, initiative, technical, flexibility, learning, workflow, curiosity, solution",unknown,master,unknown,"on, design, project, cloud, kubernetes, cost, strategy, infrastructure"
1179,3,"cloud, kubernetes, identity, docker, new, microsoft","responsibility, workflow, learning, collaboration",unknown,unknown,unknown,"on, cloud, kubernetes, design"
1182,3,"identity, new","communication skills, problem solving, technical, troubleshooting, client, learning, incident, time management, stress, documentation, solution",unknown,unknown,unknown,on
1183,3,"regions, cloud, public cloud, identity, new","collaboration, system, technical, learning, curiosity, documentation",unknown,bachelor,unknown,"on, cloud, strategy"
1185,3,"availability, gcp, private, aws, cloud security, infrastructure","communication skills, project, solution, time",unknown,unknown,unknown,"on, cloud, project, infrastructure"
1203,3,"cloud, identity, new, ansible","collaboration, system, technical, learning, communication",unknown,unknown,unknown,"on, cloud"
1204,3,"storage, regions, cloud, kubernetes, public cloud, openstack, identity, new","time, responsibility, technical, learning, documentation",unknown,unknown,unknown,"on, cloud, kubernetes, strategy"
1208,3,"private cloud, cloud, public cloud, kubernetes, openstack, identity, new","learning, system, solution",unknown,unknown,unknown,"on, cloud, kubernetes"
1210,3,"iam, identity, identity and access management","technical, troubleshooting, communication skills",unknown,unknown,unknown,setup
1216,9,unknown,continuous learning,unknown,unknown,unknown,"architecture, and"
1217,9,user,"communication skills, user, documentation",unknown,unknown,unknown,and
1219,9,unknown,"communication, collaboration, time",unknown,unknown,junior,"and, testing"
1220,9,unknown,"responsibility, attention to detail, analytical",unknown,master,unknown,"test, and"
1221,9,unknown,time,unknown,unknown,unknown,and
1222,9,"technical, system, it, infrastructure","technical, communication, teamwork",unknown,unknown,unknown,and
